entity_id,relation,value
m/hot_tub_time_machine,features the theme,the repairman
m/hot_tub_time_machine,features the theme,a game-winning touchdown
m/hot_tub_time_machine,features the theme,a paper-thin premise
m/dumb_and_dumber,features the theme,doody jokes
m/hot_tub_time_machine,features the theme,spasms
m/demolition_man,features the theme,spartan
m/terminator,features the theme,pipe bombs
m/dumb_and_dumber,features the theme,the jetway
m/terminator,features the theme,a powerful screen presence
m/hot_tub_time_machine,features the theme,this fantasy comedy
m/hot_tub_time_machine,features the person,Steve Urkel
m/spaceballs,features the organization,VHS
m/dumb_and_dumber,features the theme,intentional misspellings
m/spaceballs,features the organization,Space
m/terminator,is,brooding
m/demolition_man,features the person,Spartan
m/spaceballs,features the person,Vespa
m/hot_tub_time_machine,features the theme,this base
m/hot_tub_time_machine,features the person,Adam Yates
m/hot_tub_time_machine,features the miscellaneous theme,Jacuz
m/demolition_man,is,evangelistic
m/hot_tub_time_machine,features the miscellaneous theme,Hot Tub
m/dumb_and_dumber,is,grammatical
m/terminator,features the miscellaneous theme,inator
m/dumb_and_dumber,features the miscellaneous theme,and Du
m/dumb_and_dumber,features the person,Mary Swanson
m/demolition_man,features the theme,his better ones
m/terminator,features the theme,love with sarah
m/hot_tub_time_machine,features the person,Lou Dorchen
m/hot_tub_time_machine,features the theme,hot tub time machine
m/hot_tub_time_machine,features the theme,this sloppy comedy
m/dumb_and_dumber,features the person,Mike Starr
m/hot_tub_time_machine,features the theme,your youth
m/spaceballs,features the location,Vega
m/hot_tub_time_machine,is,sloppiness
m/terminator,features the theme,these nightmares
m/spaceballs,features the theme,vega
m/terminator,is,prayerful
m/hot_tub_time_machine,features the person,Chev
m/hot_tub_time_machine,features the theme,their younger selves
m/hot_tub_time_machine,features the theme,their own memories
m/terminator,features the theme,killer set-pieces
m/dumb_and_dumber,features the theme,her briefcase
m/hot_tub_time_machine,features the theme,just a feeling of indifference
m/spaceballs,features the theme,spaceballs ii
m/spaceballs,features the theme,spaceball to the moon
m/hot_tub_time_machine,features the theme,slapstick punches
m/demolition_man,features the theme,spandex to boot
m/hot_tub_time_machine,features the theme,spaghetti-testing
m/terminator,features the theme,still a toss-up between the terminator
m/hot_tub_time_machine,features the theme,stick to the sex roll
m/demolition_man,features the theme,spartan caught phoenix
m/hot_tub_time_machine,features the theme,just a chance poke fun
m/hot_tub_time_machine,features the theme,its slack editing
m/spaceballs,features the theme,skroob
m/spaceballs,features the theme,skroob schemes force king roland druidia
m/dumb_and_dumber,features the theme,such a high level it transcends
m/hot_tub_time_machine,features the theme,just a theory
m/hot_tub_time_machine,features the theme,sheer ridiculousness as either an homage
m/hot_tub_time_machine,features the theme,just a hint of sweetness
m/hot_tub_time_machine,features the theme,stupid fun ensues involving crispin glover
m/demolition_man,features the theme,subliminal rehabilitation techniques
m/hot_tub_time_machine,features the theme,sight gags jokes baby boomer references
m/spaceballs,features the theme,sidekick barf
m/dumb_and_dumber,features the theme,some initial struggle
m/dumb_and_dumber,features the theme,some gloves
m/hot_tub_time_machine,features the theme,some laughs in this uneven but good-natured raunchfest
m/hot_tub_time_machine,features the theme,some laugh-out-loud moments
m/dumb_and_dumber,features the theme,some long periods between chuckles
m/hot_tub_time_machine,features the theme,jacob's father
m/hot_tub_time_machine,features the theme,its willfully idiotic title
m/terminator,features the theme,its successor for pure freshness
m/terminator,features the theme,someone's heart
m/demolition_man,features the theme,slightly more imagination than the typical example
m/hot_tub_time_machine,features the theme,some rude ' hangover'-style
m/hot_tub_time_machine,features the theme,some sense of arrested development
m/terminator,features the theme,"some relentless , unstoppable monster"
m/hot_tub_time_machine,features the theme,some reasonable laughs
m/hot_tub_time_machine,features the theme,smartly-tuned dialogue for horndog humor
m/spaceballs,features the theme,its fresh air
m/spaceballs,features the theme,the best conceits
m/terminator,features the theme,the best narrative mind tricks of science fiction literature
m/terminator,features the theme,the best picture of its kind since the road warrior
m/demolition_man,features the theme,the best aspects of order
m/terminator,features the theme,the birth of a genre
m/hot_tub_time_machine,features the theme,the biggest question in a movie is hot tub time machine a full-on parody
m/demolition_man,features the theme,the arrest of spartan for manslaughter
m/hot_tub_time_machine,features the theme,the bastard punk offspring
m/terminator,features the theme,its cyborg title character
m/hot_tub_time_machine,features the theme,the central question it was
m/dumb_and_dumber,features the theme,"the caviar of low-brow , gross-out comedy"
m/hot_tub_time_machine,features the theme,the canonization of john hughes
m/terminator,features the theme,the cartoony look of the war-ravaged future
m/spaceballs,features the theme,the cardboard inversion of the cinematic machines
m/dumb_and_dumber,features the theme,the charm of its dopey leads
m/hot_tub_time_machine,features the theme,the charisma of the cast we turned
m/terminator,features the theme,its concentrated visceral bursts unlike punctuation marks
m/hot_tub_time_machine,features the theme,the chernobly
m/dumb_and_dumber,features the theme,the chance be oil boys
m/spaceballs,features the theme,the chagrin of its planet
m/hot_tub_time_machine,features the theme,"the booze-soaked , forked-tongued storm"
m/terminator,features the theme,the body-building actor scores
m/hot_tub_time_machine,features the theme,the bottom-feeding cinema of the reagan era
m/dumb_and_dumber,features the theme,its dopey leads
m/dumb_and_dumber,features the theme,teaming of manic jim carrey
m/hot_tub_time_machine,features the theme,its own awesome idiocy
m/terminator,features the theme,tech%u2022noir
m/hot_tub_time_machine,features the theme,tasteless humor nudity foul language
m/hot_tub_time_machine,features the theme,that era's high-concept absurdism
m/hot_tub_time_machine,features the theme,its occasionally sloppy script
m/hot_tub_time_machine,features the theme,tepid juvenilia
m/terminator,features the theme,"testosterone-fueled , estrogen-boosted action melodrama"
m/terminator,features the theme,terrific momentum performances a compelling story
m/spaceballs,features the theme,its planet of the apes-like population
m/terminator,features the theme,super juice
m/terminator,features the theme,its popular sequels
m/demolition_man,features the theme,such small portions
m/hot_tub_time_machine,features the theme,its own plots
m/hot_tub_time_machine,features the theme,surprising personality
m/demolition_man,features the theme,its last consequences
m/spaceballs,features the theme,the action in star wars
m/terminator,features the theme,the action formula
m/hot_tub_time_machine,features the theme,its lead characters ' approach
m/hot_tub_time_machine,features the theme,its inspired title
m/spaceballs,features the theme,the apes-like population
m/hot_tub_time_machine,features the theme,that ridiculous title
m/demolition_man,features the theme,that old joke about a bad restaurant
m/terminator,features the theme,that outrageous accent
m/terminator,features the theme,its low-budget aesthetic and lo-fi energy
m/dumb_and_dumber,features the theme,the ' limo'driver ' line
m/hot_tub_time_machine,features the theme,the ' hangover of home-appliance time-travel comedies
m/spaceballs,features the theme,once-great comic genius in decline
m/hot_tub_time_machine,features the theme,one believable character
m/hot_tub_time_machine,features the theme,maximum bro-fficiency
m/dumb_and_dumber,features the theme,oil boys for a group
m/dumb_and_dumber,features the theme,mary at the hotel bar
m/spaceballs,features the theme,only enough money cover his expenses
m/hot_tub_time_machine,features the theme,only a few stick
m/demolition_man,features the theme,not your brain cells
m/hot_tub_time_machine,features the theme,not enough sweetness
m/demolition_man,features the theme,obnoxious dialogue acting product placement
m/hot_tub_time_machine,features the theme,obnoxious men-children
m/hot_tub_time_machine,features the theme,numerous promo screenings
m/hot_tub_time_machine,features the theme,nutso travel mode
m/hot_tub_time_machine,features the theme,oversized cell phones
m/hot_tub_time_machine,features the theme,over-the-top language sabotage
m/hot_tub_time_machine,features the theme,over-heated alternative universe
m/hot_tub_time_machine,features the theme,past simplicity
m/demolition_man,features the theme,part of phoenix's rehab
m/spaceballs,features the theme,major debt with the gangster pizza
m/hot_tub_time_machine,features the theme,many strange occurrences fashion music videos
m/demolition_man,features the theme,other criminals
m/terminator,features the theme,our pop culture radar screens
m/terminator,features the theme,many police officers
m/demolition_man,features the theme,others on the police force
m/demolition_man,features the theme,more convicts
m/hot_tub_time_machine,features the theme,music videos on mtv and michael jackson
m/hot_tub_time_machine,features the theme,my brick cell phone
m/hot_tub_time_machine,features the theme,my enjoyment of the picture
m/hot_tub_time_machine,features the theme,moments of genuine warmth
m/hot_tub_time_machine,features the theme,narrative underpinning
m/hot_tub_time_machine,features the theme,način
m/hot_tub_time_machine,features the theme,near-complete lack of inhibition
m/spaceballs,features the theme,more proof that filmmaker mel brooks misplaced his sense
m/terminator,features the theme,more than enough violence arnold's a whizz
m/hot_tub_time_machine,features the theme,most guy-centric films
m/terminator,features the theme,most film reviewers
m/demolition_man,features the theme,murders warden several guards
m/hot_tub_time_machine,features the theme,middling execution
m/hot_tub_time_machine,features the theme,middle-aged anomie with rowdy affection
m/hot_tub_time_machine,features the theme,middle-age angst
m/hot_tub_time_machine,features the theme,no more roar
m/hot_tub_time_machine,features the theme,no real sparks of genius some reasonable laughs
m/hot_tub_time_machine,features the theme,none of this sloppiness matters the movie is of course it is
m/dumb_and_dumber,features the theme,no-hopers
m/demolition_man,features the theme,no-brainers
m/demolition_man,features the theme,no trace of the hostages
m/dumb_and_dumber,features the theme,nitwits traveling cross-country
m/hot_tub_time_machine,features the theme,no justifiable reason it succeed
m/hot_tub_time_machine,features the theme,misses in the oral sex department
m/spaceballs,features the theme,no consiga recapturar
m/demolition_man,features the theme,minority-group members
m/hot_tub_time_machine,features the theme,no doubt it's an effective nostalgic trip
m/dumb_and_dumber,features the theme,misadventure
m/hot_tub_time_machine,features the theme,ridiculous in-jokes coalesce ( if simple-minded ) comedy
m/demolition_man,features the theme,lapd sgt
m/hot_tub_time_machine,features the theme,ridiculous setup
m/hot_tub_time_machine,features the theme,retro fun plotting outrageous humor
m/hot_tub_time_machine,features the theme,revisits
m/hot_tub_time_machine,features the theme,laid-back music journalist
m/hot_tub_time_machine,features the theme,rowdy affection
m/dumb_and_dumber,features the theme,rude junior high school pranks
m/hot_tub_time_machine,features the theme,raucous hilarity
m/hot_tub_time_machine,features the theme,just some magic gunk
m/hot_tub_time_machine,features the theme,sheer energetic self-belief
m/terminator,features the theme,sharp detail
m/dumb_and_dumber,features the theme,sexual jibes
m/terminator,features the theme,just another passing blip
m/spaceballs,features the theme,king roland of the neighboring planet
m/hot_tub_time_machine,features the theme,kind of the conclusion of their trilogy
m/hot_tub_time_machine,features the theme,just too bad pink
m/hot_tub_time_machine,features the theme,just whatever-dude laziness
m/hot_tub_time_machine,features the theme,self-conscious cinematic nostalgia to middle-aged anomie
m/hot_tub_time_machine,features the theme,self-created misery
m/terminator,features the theme,sci-fi concepts
m/demolition_man,features the theme,sci-fi adventure romance
m/terminator,features the theme,science fiction literature
m/demolition_man,features the theme,plenty of eye candy at work satisfy action fans
m/spaceballs,features the theme,planet spaceball
m/hot_tub_time_machine,features the theme,popular movies
m/hot_tub_time_machine,features the theme,porky's revenge
m/hot_tub_time_machine,features the theme,pointlessly crude moments
m/hot_tub_time_machine,features the theme,"politically-incorrect , r-rated guffaws"
m/hot_tub_time_machine,features the theme,perfectly vulgar fun
m/dumb_and_dumber,features the theme,peerless enthusiasm
m/hot_tub_time_machine,features the theme,pink's derivative vision
m/hot_tub_time_machine,features the theme,lowbrow humour
m/dumb_and_dumber,features the theme,"low-brow , gross-out comedy"
m/hot_tub_time_machine,features the theme,pervasive social media
m/hot_tub_time_machine,features the theme,"likeable , well acted and frequently funny comedy script an over-reliance"
m/dumb_and_dumber,features the theme,pursuit of the briefcase
m/spaceballs,features the theme,pure enjoyment of movies
m/terminator,features the theme,pure freshness
m/spaceballs,features the theme,lightsaber-like  schwartz rings near the ship's self-destruct button
m/dumb_and_dumber,features the theme,literal-minded doofdom
m/terminator,features the theme,pulp art
m/dumb_and_dumber,features the theme,punch-line dispensers
m/terminator,features the theme,punctuation marks
m/dumb_and_dumber,features the theme,rat poison pills he planned
m/hot_tub_time_machine,features the theme,life in those acid-wash jeans
m/demolition_man,features the theme,predicts with the help
m/hot_tub_time_machine,features the theme,potentially silly concept
m/hot_tub_time_machine,features the theme,post-pub perfection
m/hot_tub_time_machine,features the theme,proof is truth
m/spaceballs,features the theme,the vacuum bag
m/hot_tub_time_machine,features the theme,the very clever and amusing finish
m/hot_tub_time_machine,features the theme,the very silly anchorman
m/spaceballs,features the theme,the vaudeville comedian whose act consists
m/terminator,features the theme,the very best science-fiction contemporaries
m/terminator,features the theme,the war-ravaged future
m/demolition_man,features the theme,the way last action hero tried
m/spaceballs,features the theme,the villainous dark helmet
m/demolition_man,features the theme,the view of utopia
m/terminator,features the theme,the visceral violence of the best action movies
m/hot_tub_time_machine,features the theme,the titular device
m/spaceballs,features the theme,the thumpingly obvious outweighs
m/hot_tub_time_machine,features the theme,the timing of a borscht belt
m/hot_tub_time_machine,features the theme,the time-travel gags
m/demolition_man,features the theme,the typical example of the slash-and-burn genre
m/spaceballs,features the theme,their giddy orbits
m/hot_tub_time_machine,features the theme,their hotel room's hot tub
m/demolition_man,features the theme,their incarceration
m/hot_tub_time_machine,features the theme,their reflections
m/hot_tub_time_machine,features the theme,their trilogy of films
m/hot_tub_time_machine,features the theme,their time travel
m/hot_tub_time_machine,features the theme,their own cruelty
m/hot_tub_time_machine,features the theme,their own world of self-created misery
m/hot_tub_time_machine,features the theme,the wit of the writers
m/dumb_and_dumber,features the theme,the wholeheartedness of this descent into crude and rude humor
m/hot_tub_time_machine,features the theme,the wonky jacuzzi gives the film its title
m/hot_tub_time_machine,features the theme,the way with projectile vomiting
m/terminator,features the theme,the-'80s
m/dumb_and_dumber,features the theme,their  break
m/terminator,features the theme,the world's spotlight
m/hot_tub_time_machine,features the theme,the sex drugs rock
m/demolition_man,features the theme,the science fiction of the nineties
m/spaceballs,features the theme,the sci-fi stuff he spoofing helps the laughs
m/spaceballs,features the theme,the search for more money
m/demolition_man,features the theme,the security systems
m/demolition_man,features the theme,the script's often sharp social satire
m/spaceballs,features the theme,the silliest aspects of all the major space adventures
m/demolition_man,features the theme,the slash-and-burn genre
m/dumb_and_dumber,features the theme,the slightest clue about comic timing
m/terminator,features the theme,the size of a bull's flank
m/hot_tub_time_machine,features the theme,the sheer number of the pitches
m/spaceballs,features the theme,the shield protects druidia
m/spaceballs,features the theme,the shark with spaceballs
m/spaceballs,features the theme,the ship's self-destruct button
m/dumb_and_dumber,features the theme,the road to colorado
m/spaceballs,features the theme,the robot's head
m/hot_tub_time_machine,features the theme,the ridiculous clothes for others
m/terminator,features the theme,the same photograph john give
m/terminator,features the theme,the telephone directory
m/hot_tub_time_machine,features the theme,the tables on adam
m/hot_tub_time_machine,features the theme,the sort of film cusack caught
m/spaceballs,features the theme,the spaceballs prison complex
m/spaceballs,features the theme,the spaceball one ship
m/dumb_and_dumber,features the theme,the social comedy of jerry lewis
m/dumb_and_dumber,features the theme,the social pipeline
m/demolition_man,features the theme,the status of andrew dice clay
m/spaceballs,features the theme,the star wars adventures
m/hot_tub_time_machine,features the theme,"the standout in this f-bomb-laced , sex-fueled , 80s-time-warp comic misadventure"
m/terminator,features the theme,virtuoso moviemaking momentum solid performances
m/hot_tub_time_machine,features the theme,wanton sex
m/hot_tub_time_machine,features the theme,vrijeme
m/hot_tub_time_machine,features the theme,vremena na vrijeme
m/terminator,features the theme,whose addresses
m/hot_tub_time_machine,features the theme,what transpires during the course
m/demolition_man,features the theme,virtually all the psychopathically murderous criminals as minority-group members
m/hot_tub_time_machine,features the theme,urination nudity gay panic jokes
m/hot_tub_time_machine,is,absurdest
m/hot_tub_time_machine,is,cusackian
m/spaceballs,is,brooks
m/hot_tub_time_machine,is,chlorinated
m/hot_tub_time_machine,is,nam
m/terminator,features the theme,women named sarah connor
m/hot_tub_time_machine,features the theme,wit in its humour
m/terminator,features the theme,wittily
m/demolition_man,features the theme,your opinion of stallone
m/hot_tub_time_machine,features the theme,zna
m/hot_tub_time_machine,features the theme,your-popcorn
m/spaceballs,features the theme,yogurt
m/hot_tub_time_machine,features the theme,yet another tale of obnoxious men-children
m/hot_tub_time_machine,features the theme,your heaping helpings of 80s nostalgia
m/demolition_man,features the theme,this futuristic comedy
m/dumb_and_dumber,features the theme,this gleefully lowbrow film
m/hot_tub_time_machine,features the theme,this hilarious comedy
m/hot_tub_time_machine,features the theme,this hilarious and unapologetically adult buddy chuckler
m/hot_tub_time_machine,features the theme,this guys among guys
m/terminator,features the theme,this propulsively exciting yarn about a murderous cyborg
m/spaceballs,features the theme,this sendup by director mel brooks
m/terminator,features the theme,this rip-roaring action adventure
m/hot_tub_time_machine,features the theme,this particular hot tub fly
m/hot_tub_time_machine,features the theme,this absolutely hilarious comedy has a great joke
m/hot_tub_time_machine,features the theme,their younger bodies
m/dumb_and_dumber,features the theme,these laughs
m/hot_tub_time_machine,features the theme,these children of the 80s
m/dumb_and_dumber,features the theme,this dopey comedy on a road trip
m/dumb_and_dumber,features the theme,this descent
m/dumb_and_dumber,features the theme,this fantasy of anti-social behaviour
m/demolition_man,features the theme,"this fast , funny and violent futuristic action film"
m/hot_tub_time_machine,features the theme,this film criticism of hot tub time machine
m/hot_tub_time_machine,features the theme,too much slapdash raunchiness not enough sweetness
m/hot_tub_time_machine,features the theme,tired time travel clichs shtick lazy comedy
m/spaceballs,features the theme,to  ludicrous speed
m/hot_tub_time_machine,features the theme,title promise
m/hot_tub_time_machine,features the theme,"time we put those p***ified , lame pg-13 teen comedies"
m/hot_tub_time_machine,features the theme,time-travelling farces
m/hot_tub_time_machine,features the theme,time-twisting comedy classics
m/hot_tub_time_machine,features the theme,time travel plunges
m/hot_tub_time_machine,features the theme,time travel and midlife crisis movies
m/hot_tub_time_machine,features the theme,together of sentimental soul-searching and gross out humor
m/hot_tub_time_machine,features the theme,u2013 his name
m/hot_tub_time_machine,features the theme,this tub
m/dumb_and_dumber,features the theme,this virtually laughless movie
m/hot_tub_time_machine,features the theme,this uneven but good-natured raunchfest
m/hot_tub_time_machine,features the theme,this sloppiness matters
m/terminator,features the theme,time kill sarah
m/hot_tub_time_machine,features the theme,those acid-wash jeans
m/terminator,features the theme,those cracked reflections of reality
m/terminator,features the theme,those nightmares we had
m/hot_tub_time_machine,features the theme,"those p***ified , lame pg-13 teen comedies"
m/hot_tub_time_machine,features the theme,those frat-party cocktails they dump
m/hot_tub_time_machine,features the theme,those leg-warmers
m/hot_tub_time_machine,features the theme,the funniest thing about hot tub time machine
m/dumb_and_dumber,features the theme,the funniest movie in the world
m/spaceballs,features the theme,the gangster pizza
m/spaceballs,features the theme,the gangster's untimely death
m/demolition_man,features the theme,the future he finds
m/terminator,features the theme,the future guv of california
m/terminator,features the theme,the formation of the resistance
m/terminator,features the theme,the frights of these nightmares
m/hot_tub_time_machine,features the theme,the genre's low expectations
m/demolition_man,features the theme,the film last action hero wanted
m/terminator,features the theme,the film put james cameron
m/spaceballs,features the theme,the film's low-tech styling
m/spaceballs,features the theme,the few screwball comedies everyone experience
m/hot_tub_time_machine,features the theme,the first word of high concept
m/spaceballs,features the theme,the film's merchandising campaign
m/hot_tub_time_machine,features the theme,the film's time
m/hot_tub_time_machine,features the theme,the impression of a halfhearted effort
m/hot_tub_time_machine,features the theme,the hot tub they create a vortex
m/hot_tub_time_machine,features the theme,the hot tub repair man
m/dumb_and_dumber,features the theme,the items they bought
m/spaceballs,features the theme,the jokes about the more calculating aspects
m/terminator,features the theme,the ingeniousness of the terminator
m/hot_tub_time_machine,features the theme,the inescapable fact it is
m/hot_tub_time_machine,features the theme,the hangover ' lite
m/hot_tub_time_machine,features the theme,the guys ' chemistry
m/terminator,features the theme,the heart of every movie addict
m/hot_tub_time_machine,features the theme,the gross-out-comedy equivalent of spaghetti-testing
m/dumb_and_dumber,features the theme,the gulf between etiquette
m/hot_tub_time_machine,features the theme,the grown-men-gone-wild hangover style
m/demolition_man,features the theme,the help of a computer algorithm
m/hot_tub_time_machine,features the theme,the high concept mess
m/demolition_man,features the theme,the cryogenic chemical
m/demolition_man,features the theme,the cryo-prison
m/hot_tub_time_machine,features the theme,the crude humor over-the-top language sabotage what been a very funny movie
m/hot_tub_time_machine,features the theme,the course of 100 beautifully deranged minutes
m/hot_tub_time_machine,features the theme,the crappy gay jokes
m/terminator,features the theme,the dark shadow of doom
m/dumb_and_dumber,features the theme,the desire be a child
m/dumb_and_dumber,features the theme,the days of john belushi
m/hot_tub_time_machine,features the theme,the days of  miami vice
m/hot_tub_time_machine,features the theme,the deathly serious funny people childish men forced
m/hot_tub_time_machine,features the theme,the comedies of the decade
m/spaceballs,features the theme,the cinematic machines it parodies
m/demolition_man,features the theme,the cities of los angeles
m/hot_tub_time_machine,features the theme,the constant silliness
m/demolition_man,features the theme,the corpses of the hostages
m/terminator,features the theme,the convention of a soulless gun
m/dumb_and_dumber,features the theme,the complementary screen
m/spaceballs,features the theme,the events in alien
m/demolition_man,features the theme,the exchange on security cameras
m/demolition_man,features the theme,the exchange of bodily fluids
m/terminator,features the theme,the extraordinary physical specimen of arnold schwarzenegger
m/demolition_man,features the theme,the facility in the process
m/terminator,features the theme,the dubious everyone the musclebound fellow be
m/dumb_and_dumber,features the theme,the dumbest guys in the universe
m/hot_tub_time_machine,features the theme,the dumbest premise for a time-travel movie
m/hot_tub_time_machine,features the theme,the pace crackling
m/terminator,features the theme,the original and best film from the franchise
m/hot_tub_time_machine,features the theme,the outrageous performance of rob corrdry
m/hot_tub_time_machine,features the theme,the pitches
m/dumb_and_dumber,features the theme,the passing of gas
m/dumb_and_dumber,features the theme,the percentage of them
m/hot_tub_time_machine,features the theme,the number of chuckles
m/terminator,features the theme,the notion the terminator move
m/hot_tub_time_machine,features the theme,the obligatory raunch
m/hot_tub_time_machine,features the theme,the only misstep
m/hot_tub_time_machine,features the theme,the oral sex department
m/spaceballs,features the theme,the opening shot of a giant ominous spaceship
m/spaceballs,features the theme,the opening shot in star wars
m/dumb_and_dumber,features the theme,the puns to the slapstick to the toilet
m/demolition_man,features the theme,the pseudo-pacifist guidance of the evangelistic dr. raymond cocteau
m/hot_tub_time_machine,features the theme,the resort he vomited
m/terminator,features the theme,the resistance on the verge
m/hot_tub_time_machine,features the theme,the really funny thing
m/terminator,features the theme,the realm of the surreal
m/hot_tub_time_machine,features the theme,the power make a movie
m/demolition_man,features the theme,the pleasant surprise about demolition man
m/spaceballs,features the theme,the planet in her mercedes spaceship with her droid
m/hot_tub_time_machine,features the theme,the price of admission worthwhile
m/demolition_man,features the theme,the loss of cocteau
m/terminator,features the theme,the low-budget original
m/demolition_man,features the theme,the lifestyles of the late 20th century
m/hot_tub_time_machine,features the theme,"the many "" teen party "" movies"
m/hot_tub_time_machine,features the theme,the many absurdities of the mid-80
m/dumb_and_dumber,features the theme,the mastermind behind bobby's kidnapping
m/terminator,features the theme,the major hits of the pre-christmas season
m/hot_tub_time_machine,features the theme,the key to their time travel
m/spaceballs,features the theme,the jokes in the films
m/hot_tub_time_machine,features the theme,"the kind of crummy-looking , exploitative , childishly gross and pointedly homophobic teen-sex comedy"
m/hot_tub_time_machine,features the theme,the kind of film holds laughs
m/demolition_man,features the theme,the leader of a resistance group
m/hot_tub_time_machine,features the theme,the level of genuine wit
m/hot_tub_time_machine,features the theme,the level of hatred
m/spaceballs,features the theme,the last great film
m/hot_tub_time_machine,features the theme,the last time he making popular movies
m/hot_tub_time_machine,features the theme,the movie's devolution
m/terminator,features the theme,the most memorable and brilliant villains
m/spaceballs,features the theme,the narcoleptic prince valium
m/hot_tub_time_machine,features the theme,the naff-sounding name been a throwaway offering
m/spaceballs,features the theme,the neighboring planet
m/spaceballs,features the theme,the nearby  desert moon of vega
m/hot_tub_time_machine,features the theme,the movie's the problem
m/terminator,features the theme,the movie's scares
m/terminator,features the theme,the musclebound fellow with that outrageous accent
m/terminator,features the theme,the megabudget sequels
m/terminator,features the theme,the most effective science fiction films of recent decades
m/terminator,features the theme,the most harrowing science fiction films in james cameron's repertoire
m/spaceballs,features the theme,the more calculating aspects of george lucas's franchise
m/hot_tub_time_machine,features the theme,the more fun comedies sees grown men
m/terminator,features the theme,the monster's role
m/hot_tub_time_machine,features the theme,"the most attention-getting , stupid / brilliant high-concept title since snakes on a plane"
m/terminator,features the theme,the most absurd excursion
m/terminator,features the theme,a human soldier
m/terminator,features the theme,a hydraulic press
m/hot_tub_time_machine,features the theme,"a joyously r-rated , surprisingly insightful yet uncontrollably outrageous film"
m/hot_tub_time_machine,features the theme,a hot tub of tepid juvenilia
m/dumb_and_dumber,features the theme,a hotel suite clothes a lamborghini diablo
m/spaceballs,features the theme,a large distance
m/hot_tub_time_machine,features the theme,a large amount of the film's time
m/demolition_man,features the theme,a layer of comedy replete with hollywood in-jokes
m/terminator,features the theme,a lean efficiency both he abandoned
m/terminator,features the theme,a kind of b-grade action cinema
m/hot_tub_time_machine,features the theme,a killer pitch
m/terminator,features the theme,a keen understanding of the sci-fi genre
m/hot_tub_time_machine,features the theme,a kinky cross of caligula
m/hot_tub_time_machine,features the theme,a halfhearted effort
m/hot_tub_time_machine,features the theme,a handful of good one-liners
m/hot_tub_time_machine,features the theme,a happy and caring wife
m/dumb_and_dumber,features the theme,a gross-out classic
m/dumb_and_dumber,features the theme,a group of bikini girls harry tells lloyd
m/spaceballs,features the theme,a group of diminutive sparkly brown-clad aliens
m/terminator,features the theme,"a high-octane , tech-noir adventure"
m/terminator,features the theme,a high-potency distillation of a bunch into one package
m/spaceballs,features the theme,a hit on broadway
m/spaceballs,features the theme,a hilarious combination of its parts
m/hot_tub_time_machine,features the theme,a henpecked husband with a dead-end job
m/hot_tub_time_machine,features the theme,a luxurious lifestyle with kelly
m/spaceballs,features the theme,a lunch break at a diner
m/spaceballs,features the theme,a lucrative reward retrieve vespa
m/hot_tub_time_machine,features the theme,a merrily idiotic movie
m/spaceballs,features the theme,a metaphysical power
m/hot_tub_time_machine,features the theme,a level of charm
m/dumb_and_dumber,features the theme,a lot of these laughs
m/dumb_and_dumber,features the theme,a long way from the social comedy
m/hot_tub_time_machine,features the theme,a film contains some big laughs
m/hot_tub_time_machine,features the theme,a fair amount of genuine retro fun
m/terminator,features the theme,a fantastic blend of horror
m/terminator,features the theme,a factory kyle activates machinery
m/hot_tub_time_machine,features the theme,a gen next tag
m/hot_tub_time_machine,features the theme,a generational gap turned me
m/spaceballs,features the theme,a giant ominous spaceship
m/terminator,features the theme,a genuine steel metal trap of a movie
m/demolition_man,features the theme,a great double-act
m/hot_tub_time_machine,features the theme,a great joke
m/spaceballs,features the theme,a forced quality
m/spaceballs,features the theme,a final message from yogurt informing him
m/hot_tub_time_machine,features the theme,a fundamentally lazy comedy
m/hot_tub_time_machine,features the theme,"a fun , fast , fearless comedy"
m/hot_tub_time_machine,features the theme,a fun ride bring memories
m/spaceballs,features the theme,a funny enough movie
m/terminator,features the theme,a futuristic machine
m/demolition_man,features the theme,a futuristic cop picture with slightly more imagination
m/hot_tub_time_machine,features the theme,a frat house ' cocktail
m/dumb_and_dumber,features the theme,a frayed string of gags
m/dumb_and_dumber,features the theme,a friendly game of tag
m/terminator,features the theme,a rough-edged feel
m/hot_tub_time_machine,features the theme,a retro twist
m/hot_tub_time_machine,features the theme,a reverent
m/dumb_and_dumber,features the theme,a road trip to misadventure
m/demolition_man,features the theme,a screen-filling image of the hollywood sign
m/terminator,features the theme,a sci-fi collection
m/terminator,features the theme,a sci-fi actioner
m/hot_tub_time_machine,features the theme,a sad disappointment
m/spaceballs,features the theme,a sage named yogurt who is
m/hot_tub_time_machine,features the theme,a really goofy and fun piece of work
m/demolition_man,features the theme,a real pod movie
m/hot_tub_time_machine,features the theme,a quirky premise
m/demolition_man,features the theme,a rarity in the science fiction
m/spaceballs,features the theme,a rampant direction
m/terminator,features the theme,a resistance movement against skynet
m/terminator,features the theme,a small place in the heart
m/hot_tub_time_machine,features the theme,a ski patrol
m/hot_tub_time_machine,features the theme,"a slapdash , gross-out good time you 're"
m/hot_tub_time_machine,features the theme,a soundtrack of cool music
m/terminator,features the theme,a soulless gun for hire
m/spaceballs,features the theme,a soulless montage
m/terminator,features the theme,a souvenir of a kind
m/demolition_man,features the theme,a society combines the best aspects
m/spaceballs,features the theme,a sense of pure enjoyment
m/demolition_man,features the theme,a series of explosives bring the building
